"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked"
328,1,2,"female",36,0,0,"28551",13,"D","S"
33,1,3,"female",NA,0,0,"335677",7.75,"","Q"
295,0,3,"male",24,0,0,"349233",7.8958,"","S"
459,1,2,"female",50,0,0,"F.C.C. 13531",10.5,"","S"
79,1,2,"male",0.83,0,2,"248738",29,"","S"
58,0,3,"male",28.5,0,0,"2697",7.2292,"","C"
705,0,3,"male",26,1,0,"350025",7.8542,"","S"
508,1,1,"male",NA,0,0,"111427",26.55,"","S"
872,1,1,"female",47,1,1,"11751",52.5542,"D35","S"
558,0,1,"male",NA,0,0,"PC 17757",227.525,"","C"
643,0,3,"female",2,3,2,"347088",27.9,"","S"
78,0,3,"male",NA,0,0,"374746",8.05,"","S"
824,1,3,"female",27,0,1,"392096",12.475,"E121","S"
885,0,3,"male",25,0,0,"SOTON/OQ 392076",7.05,"","S"
367,1,1,"female",60,1,0,"110813",75.25,"D37","C"
457,0,1,"male",65,0,0,"13509",26.55,"E38","S"
6,0,3,"male",NA,0,0,"330877",8.4583,"","Q"
261,0,3,"male",NA,0,0,"384461",7.75,"","Q"
433,1,2,"female",42,1,0,"SC/AH 3085",26,"","S"
656,0,2,"male",24,2,0,"S.O.C. 14879",73.5,"","S"
252,0,3,"female",29,1,1,"347054",10.4625,"G6","S"
493,0,1,"male",55,0,0,"113787",30.5,"C30","S"
747,0,3,"male",16,1,1,"C.A. 2673",20.25,"","S"
198,0,3,"male",42,0,1,"4579",8.4042,"","S"
637,0,3,"male",32,0,0,"STON/O 2. 3101292",7.925,"","S"
350,0,3,"male",42,0,0,"315088",8.6625,"","S"
2,1,1,"female",38,1,0,"PC 17599",71.2833,"C85","C"
736,0,3,"male",28.5,0,0,"54636",16.1,"","S"
183,0,3,"male",9,4,2,"347077",31.3875,"","S"
799,0,3,"male",30,0,0,"2685",7.2292,"","C"
247,0,3,"female",25,0,0,"347071",7.775,"","S"
720,0,3,"male",33,0,0,"347062",7.775,"","S"
383,0,3,"male",32,0,0,"STON/O 2. 3101293",7.925,"","S"
783,0,1,"male",29,0,0,"113501",30,"D6","S"
501,0,3,"male",17,0,0,"315086",8.6625,"","S"
654,1,3,"female",NA,0,0,"330919",7.8292,"","Q"
305,0,3,"male",NA,0,0,"A/5 2466",8.05,"","S"
337,0,1,"male",29,1,0,"113776",66.6,"C2","S"
340,0,1,"male",45,0,0,"113784",35.5,"T","S"
635,0,3,"female",9,3,2,"347088",27.9,"","S"
731,1,1,"female",29,0,0,"24160",211.3375,"B5","S"
569,0,3,"male",NA,0,0,"2686",7.2292,"","C"
4,1,1,"female",35,1,0,"113803",53.1,"C123","S"
797,1,1,"female",49,0,0,"17465",25.9292,"D17","S"
8,0,3,"male",2,3,1,"349909",21.075,"","S"
563,0,2,"male",28,0,0,"218629",13.5,"","S"
557,1,1,"female",48,1,0,"11755",39.6,"A16","C"
474,1,2,"female",23,0,0,"SC/AH Basle 541",13.7917,"D","C"
179,0,2,"male",30,0,0,"250653",13,"","S"
514,1,1,"female",54,1,0,"PC 17603",59.4,"","C"
481,0,3,"male",9,5,2,"CA 2144",46.9,"","S"
21,0,2,"male",35,0,0,"239865",26,"","S"
214,0,2,"male",30,0,0,"250646",13,"","S"
805,1,3,"male",27,0,0,"347089",6.975,"","S"
148,0,3,"female",9,2,2,"W./C. 6608",34.375,"","S"
455,0,3,"male",NA,0,0,"A/5 2817",8.05,"","S"
456,1,3,"male",29,0,0,"349240",7.8958,"","C"
711,1,1,"female",24,0,0,"PC 17482",49.5042,"C90","C"
158,0,3,"male",30,0,0,"SOTON/OQ 392090",8.05,"","S"
213,0,3,"male",22,0,0,"A/5 21174",7.25,"","S"
657,0,3,"male",NA,0,0,"349223",7.8958,"","S"
521,1,1,"female",30,0,0,"12749",93.5,"B73","S"
377,1,3,"female",22,0,0,"C 7077",7.25,"","S"
207,0,3,"male",32,1,0,"3101278",15.85,"","S"
287,1,3,"male",30,0,0,"345774",9.5,"","S"
479,0,3,"male",22,0,0,"350060",7.5208,"","S"
66,1,3,"male",NA,1,1,"2661",15.2458,"","C"
572,1,1,"female",53,2,0,"11769",51.4792,"C101","S"
182,0,2,"male",NA,0,0,"SC/PARIS 2131",15.05,"","C"
436,1,1,"female",14,1,2,"113760",120,"B96 B98","S"
82,1,3,"male",29,0,0,"345779",9.5,"","S"
583,0,2,"male",54,0,0,"28403",26,"","S"
220,0,2,"male",30,0,0,"W/C 14208",10.5,"","S"
463,0,1,"male",47,0,0,"111320",38.5,"E63","S"
886,0,3,"female",39,0,5,"382652",29.125,"","Q"
360,1,3,"female",NA,0,0,"330980",7.8792,"","Q"
858,1,1,"male",51,0,0,"113055",26.55,"E17","S"
205,1,3,"male",18,0,0,"A/5 3540",8.05,"","S"
72,0,3,"female",16,5,2,"CA 2144",46.9,"","S"
334,0,3,"male",16,2,0,"345764",18,"","S"
845,0,3,"male",17,0,0,"315090",8.6625,"","S"
767,0,1,"male",NA,0,0,"112379",39.6,"","C"
540,1,1,"female",22,0,2,"13568",49.5,"B39","C"
316,1,3,"female",26,0,0,"347470",7.8542,"","S"
320,1,1,"female",40,1,1,"16966",134.5,"E34","C"
562,0,3,"male",40,0,0,"349251",7.8958,"","S"
682,1,1,"male",27,0,0,"PC 17572",76.7292,"D49","C"
288,0,3,"male",22,0,0,"349206",7.8958,"","S"
276,1,1,"female",63,1,0,"13502",77.9583,"D7","S"
352,0,1,"male",NA,0,0,"113510",35,"C128","S"
742,0,1,"male",36,1,0,"19877",78.85,"C46","S"
329,1,3,"female",31,1,1,"363291",20.525,"","S"
366,0,3,"male",30,0,0,"C 7076",7.25,"","S"
709,1,1,"female",22,0,0,"113781",151.55,"","S"
394,1,1,"female",23,1,0,"35273",113.275,"D36","C"
698,1,3,"female",NA,0,0,"35852",7.7333,"","Q"
839,1,3,"male",32,0,0,"1601",56.4958,"","S"
13,0,3,"male",20,0,0,"A/5. 2151",8.05,"","S"
798,1,3,"female",31,0,0,"349244",8.6833,"","S"
281,0,3,"male",65,0,0,"336439",7.75,"","Q"
150,0,2,"male",42,0,0,"244310",13,"","S"
522,0,3,"male",22,0,0,"349252",7.8958,"","S"
542,0,3,"female",9,4,2,"347082",31.275,"","S"
867,1,2,"female",27,1,0,"SC/PARIS 2149",13.8583,"","C"
117,0,3,"male",70.5,0,0,"370369",7.75,"","Q"
175,0,1,"male",56,0,0,"17764",30.6958,"A7","C"
546,0,1,"male",64,0,0,"693",26,"","S"
538,1,1,"female",30,0,0,"PC 17761",106.425,"","C"
208,1,3,"male",26,0,0,"2699",18.7875,"","C"
338,1,1,"female",41,0,0,"16966",134.5,"E40","C"
422,0,3,"male",21,0,0,"A/5. 13032",7.7333,"","Q"
761,0,3,"male",NA,0,0,"358585",14.5,"","S"
96,0,3,"male",NA,0,0,"374910",8.05,"","S"
263,0,1,"male",52,1,1,"110413",79.65,"E67","S"
300,1,1,"female",50,0,1,"PC 17558",247.5208,"B58 B60","C"
882,0,3,"male",33,0,0,"349257",7.8958,"","S"
61,0,3,"male",22,0,0,"2669",7.2292,"","C"
702,1,1,"male",35,0,0,"PC 17475",26.2875,"E24","S"
567,0,3,"male",19,0,0,"349205",7.8958,"","S"
446,1,1,"male",4,0,2,"33638",81.8583,"A34","S"
39,0,3,"female",18,2,0,"345764",18,"","S"
598,0,3,"male",49,0,0,"LINE",0,"","S"
430,1,3,"male",32,0,0,"SOTON/O.Q. 392078",8.05,"E10","S"
93,0,1,"male",46,1,0,"W.E.P. 5734",61.175,"E31","S"
448,1,1,"male",34,0,0,"113794",26.55,"","S"
808,0,3,"female",18,0,0,"347087",7.775,"","S"
122,0,3,"male",NA,0,0,"A4. 54510",8.05,"","S"
724,0,2,"male",50,0,0,"250643",13,"","S"
772,0,3,"male",48,0,0,"350047",7.8542,"","S"
680,1,1,"male",36,0,1,"PC 17755",512.3292,"B51 B53 B55","C"
364,0,3,"male",35,0,0,"SOTON/O.Q. 3101310",7.05,"","S"
874,0,3,"male",47,0,0,"345765",9,"","S"
814,0,3,"female",6,4,2,"347082",31.275,"","S"
388,1,2,"female",36,0,0,"27849",13,"","S"
83,1,3,"female",NA,0,0,"330932",7.7875,"","Q"
601,1,2,"female",24,2,1,"243847",27,"","S"
534,1,3,"female",NA,0,2,"2668",22.3583,"","C"
846,0,3,"male",42,0,0,"C.A. 5547",7.55,"","S"
71,0,2,"male",32,0,0,"C.A. 33111",10.5,"","S"
688,0,3,"male",19,0,0,"349228",10.1708,"","S"
458,1,1,"female",NA,1,0,"17464",51.8625,"D21","S"
520,0,3,"male",32,0,0,"349242",7.8958,"","S"
512,0,3,"male",NA,0,0,"SOTON/OQ 3101316",8.05,"","S"
147,1,3,"male",27,0,0,"350043",7.7958,"","S"
379,0,3,"male",20,0,0,"2648",4.0125,"","C"
317,1,2,"female",24,1,0,"244367",26,"","S"
697,0,3,"male",44,0,0,"363592",8.05,"","S"
381,1,1,"female",42,0,0,"PC 17757",227.525,"","C"
659,0,2,"male",23,0,0,"29751",13,"","S"
664,0,3,"male",36,0,0,"349210",7.4958,"","S"
505,1,1,"female",16,0,0,"110152",86.5,"B79","S"
411,0,3,"male",NA,0,0,"349222",7.8958,"","S"
774,0,3,"male",NA,0,0,"2674",7.225,"","C"
571,1,2,"male",62,0,0,"S.W./PP 752",10.5,"","S"
354,0,3,"male",25,1,0,"349237",17.8,"","S"
748,1,2,"female",30,0,0,"250648",13,"","S"
372,0,3,"male",18,1,0,"3101267",6.4958,"","S"
297,0,3,"male",23.5,0,0,"2693",7.2292,"","C"
155,0,3,"male",NA,0,0,"Fa 265302",7.3125,"","S"
449,1,3,"female",5,2,1,"2666",19.2583,"","C"
726,0,3,"male",20,0,0,"315094",8.6625,"","S"
228,0,3,"male",20.5,0,0,"A/5 21173",7.25,"","S"
733,0,2,"male",NA,0,0,"239855",0,"","S"
790,0,1,"male",46,0,0,"PC 17593",79.2,"B82 B84","C"
285,0,1,"male",NA,0,0,"113056",26,"A19","S"
699,0,1,"male",49,1,1,"17421",110.8833,"C68","C"
407,0,3,"male",51,0,0,"347064",7.75,"","S"
674,1,2,"male",31,0,0,"244270",13,"","S"
438,1,2,"female",24,2,3,"29106",18.75,"","S"
237,0,2,"male",44,1,0,"26707",26,"","S"
710,1,3,"male",NA,1,1,"2661",15.2458,"","C"
811,0,3,"male",26,0,0,"3474",7.8875,"","S"
827,0,3,"male",NA,0,0,"1601",56.4958,"","S"
265,0,3,"female",NA,0,0,"382649",7.75,"","Q"
497,1,1,"female",54,1,0,"36947",78.2667,"D20","C"
786,0,3,"male",25,0,0,"374887",7.25,"","S"
267,0,3,"male",16,4,1,"3101295",39.6875,"","S"
667,0,2,"male",25,0,0,"234686",13,"","S"
655,0,3,"female",18,0,0,"365226",6.75,"","Q"
159,0,3,"male",NA,0,0,"315037",8.6625,"","S"
835,0,3,"male",18,0,0,"2223",8.3,"","S"
794,0,1,"male",NA,0,0,"PC 17600",30.6958,"","C"
410,0,3,"female",NA,3,1,"4133",25.4667,"","S"
809,0,2,"male",39,0,0,"248723",13,"","S"
62,1,1,"female",38,0,0,"113572",80,"B28",""
668,0,3,"male",NA,0,0,"312993",7.775,"","S"
307,1,1,"female",NA,0,0,"17421",110.8833,"","C"
336,0,3,"male",NA,0,0,"349225",7.8958,"","S"
262,1,3,"male",3,4,2,"347077",31.3875,"","S"
326,1,1,"female",36,0,0,"PC 17760",135.6333,"C32","C"
776,0,3,"male",18,0,0,"347078",7.75,"","S"
634,0,1,"male",NA,0,0,"112052",0,"","S"
800,0,3,"female",30,1,1,"345773",24.15,"","S"
114,0,3,"female",20,1,0,"4136",9.825,"","S"
286,0,3,"male",33,0,0,"349239",8.6625,"","C"
745,1,3,"male",31,0,0,"STON/O 2. 3101288",7.925,"","S"
149,0,2,"male",36.5,0,2,"230080",26,"F2","S"
499,0,1,"female",25,1,2,"113781",151.55,"C22 C26","S"
666,0,2,"male",32,2,0,"S.O.C. 14879",73.5,"","S"
468,0,1,"male",56,0,0,"113792",26.55,"","S"
830,1,1,"female",62,0,0,"113572",80,"B28",""
721,1,2,"female",6,0,1,"248727",33,"","S"
330,1,1,"female",16,0,1,"111361",57.9792,"B18","C"
547,1,2,"female",19,1,0,"2908",26,"","S"
162,1,2,"female",40,0,0,"C.A. 33595",15.75,"","S"
67,1,2,"female",29,0,0,"C.A. 29395",10.5,"F33","S"
864,0,3,"female",NA,8,2,"CA. 2343",69.55,"","S"
323,1,2,"female",30,0,0,"234818",12.35,"","Q"
393,0,3,"male",28,2,0,"3101277",7.925,"","S"
315,0,2,"male",43,1,1,"F.C.C. 13529",26.25,"","S"
802,1,2,"female",31,1,1,"C.A. 31921",26.25,"","S"
675,0,2,"male",NA,0,0,"239856",0,"","S"
145,0,2,"male",18,0,0,"231945",11.5,"","S"
676,0,3,"male",18,0,0,"349912",7.775,"","S"
780,1,1,"female",43,0,1,"24160",211.3375,"B3","S"
80,1,3,"female",30,0,0,"364516",12.475,"","S"
854,1,1,"female",16,0,1,"PC 17592",39.4,"D28","S"
38,0,3,"male",21,0,0,"A./5. 2152",8.05,"","S"
116,0,3,"male",21,0,0,"STON/O 2. 3101294",7.925,"","S"
496,0,3,"male",NA,0,0,"2627",14.4583,"","C"
374,0,1,"male",22,0,0,"PC 17760",135.6333,"","C"
310,1,1,"female",30,0,0,"PC 17485",56.9292,"E36","C"
40,1,3,"female",14,1,0,"2651",11.2417,"","C"
396,0,3,"male",22,0,0,"350052",7.7958,"","S"
226,0,3,"male",22,0,0,"PP 4348",9.35,"","S"
614,0,3,"male",NA,0,0,"370377",7.75,"","Q"
615,0,3,"male",35,0,0,"364512",8.05,"","S"
233,0,2,"male",59,0,0,"237442",13.5,"","S"
212,1,2,"female",35,0,0,"F.C.C. 13528",21,"","S"
838,0,3,"male",NA,0,0,"392092",8.05,"","S"
47,0,3,"male",NA,1,0,"370371",15.5,"","Q"
728,1,3,"female",NA,0,0,"36866",7.7375,"","Q"
256,1,3,"female",29,0,2,"2650",15.2458,"","C"
592,1,1,"female",52,1,0,"36947",78.2667,"D20","C"
274,0,1,"male",37,0,1,"PC 17596",29.7,"C118","C"
243,0,2,"male",29,0,0,"W./C. 14263",10.5,"","S"
487,1,1,"female",35,1,0,"19943",90,"C93","S"
215,0,3,"male",NA,1,0,"367229",7.75,"","Q"
166,1,3,"male",9,0,2,"363291",20.525,"","S"
573,1,1,"male",36,0,0,"PC 17474",26.3875,"E25","S"
611,0,3,"female",39,1,5,"347082",31.275,"","S"
324,1,2,"female",22,1,1,"248738",29,"","S"
185,1,3,"female",4,0,2,"315153",22.025,"","S"
298,0,1,"female",2,1,2,"113781",151.55,"C22 C26","S"
792,0,2,"male",16,0,0,"239865",26,"","S"
384,1,1,"female",35,1,0,"113789",52,"","S"
617,0,3,"male",34,1,1,"347080",14.4,"","S"
660,0,1,"male",58,0,2,"35273",113.275,"D48","C"
322,0,3,"male",27,0,0,"349219",7.8958,"","S"
489,0,3,"male",30,0,0,"A.5. 18509",8.05,"","S"
244,0,3,"male",22,0,0,"STON/O 2. 3101275",7.125,"","S"
